g,z,tech,fuel,Status,StYr,RetrYr,Life,Capacity,UnitSize,BuildLimitperYear,DescreteCap,HeatRate,Capex,FOMperMW,VOM,ReserveCost,MinLimitShare,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,MinGenCommitment,HoursOn,HoursOff,minUT,minDT,StUpCost,InitialOn,fuel2,HeatRate2,,MaxTotalBuild,MinUtilization,RETech
Kiambere_Rehab,Kenya,ROR,Water,3,2045,2060,50,164,0,164,0,0,1.13,27400,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,164,0.05,0
Kindaruma_Rehab,Kenya,ROR,Water,3,2045,2060,50,71,0,71,0,0,1.14,27400,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,71,0.05,0
Masinga_Rehab,Kenya,ROR,Water,3,2045,2060,50,40,0,40,0,0,1.13,27400,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,40,0.05,0
Sangoro_Rehab,Kenya,ROR,Water,3,2045,2060,50,20,0,20,0,0,1.13,27400,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,20,0.05,0
Sondu_Rehab,Kenya,ROR,Water,3,2045,2060,50,60,0,60,0,0,1.13,27400,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,60,0.05,0
Tana_Rehab,Kenya,ROR,Water,3,2045,2060,50,20,0,20,0,0,1.13,27400,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,20,0.05,0
Turkwel_Rehab,Kenya,ROR,Water,3,2045,2060,50,105,0,105,0,0,1.13,27400,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,105,0.05,0
Generic_Large_Hydro,Kenya,ReservoirHydro,Water,3,2028,2077,,2307,,1573,,,,,,,,,,,,,,,,,,,,,,,,
High_Grand_Falls_-_I,Kenya,ReservoirHydro,Water,3,2026,2061,50,495,0,495,0,0,3.7,15500,0.5,0,0,1,1,0,0.45,,,,,,,,,0,,495,0.05,0
High_Grand_Falls_-_II,Kenya,ReservoirHydro,Water,3,2028,2061,50,198,0,198,0,0,3.7,15500,0.5,0,0,1,1,0,0.45,,,,,,,,,0,,198,0.05,0
BESS_4,Kenya,Storage,Battery,3,2026,2052,20,250,0,250,0,0,0.3,40000,0,0,0,1,1,0,0.5,,,,,,,,,0,,250,0.05,0
Generic_GENC_BESS,Kenya,Storage,Battery,3,2027,2047,,10000,,500,,,,,0,,,,,,,,,,,,,,,,,10000,,
Pumped_Hydro,Kenya,Storage,Pumped,3,2035,2095,20,300,0,300,0,0,2.9,50000,0,0,0,1,1,0,0.75,,,,,,,,,0,,300,0.05,0
Aperture_Green_GENC_KEN,Kenya,OnshoreWind,Wind,3,2032,2062,30,0,0,200,0,0,1.9,30000,0,0,0,0,0,0,0,,,,,,,,,0,,10000,0.05,1
Bahari_Phase_I,Kenya,OnshoreWind,Wind,3,2025,2055,30,50,0,50,0,0,1.9,30000,0,0,0,0,0,0,0,,,,,,,,,0,,50,0,1
Bahari_Phase_II,Kenya,OnshoreWind,Wind,3,2026,2056,30,40,0,40,0,0,1.9,30000,0,0,0,0,0,0,0,,,,,,,,,0,,40,0,1
Generic_GENC_Wind_High,Kenya,OnshoreWind,Wind,3,2027,2057,30,0,0,333.33,0,0,1.9,30000,0,0,0,0,0,0,0,,,,,,,,,0,,1656.67,0.05,1
Generic_GENC_Wind_Low_1,Kenya,OnshoreWind,Wind,3,2027,2057,30,0,0,333.33,0,0,1.9,30000,0,0,0,0,0,0,0,,,,,,,,,0,,1656.67,0.05,1
Generic_GENC_Wind_Low_2,Kenya,OnshoreWind,Wind,3,2027,2057,30,0,0,333.33,0,0,1.9,30000,0,0,0,0,0,0,0,,,,,,,,,0,,1656.67,0.05,1
Kajiado_Wind_,Kenya,OnshoreWind,Wind,3,2060,2090,30,50,0,50,0,0,1.9,30000,0,0,0,0,0,0,0,,,,,,,,,0,,50,0,1
Limuru_Wind,Kenya,OnshoreWind,Wind,3,2061,2091,30,50,0,50,0,0,1.9,30000,0,0,0,0,0,0,0,,,,,,,,,0,,50,0,1
Malindi,Kenya,OnshoreWind,Wind,3,2061,2091,30,50,0,50,0,0,1.9,30000,0,0,0,0,0,0,0,,,,,,,,,0,,50,0,1
Marsabit_Phase_I,Kenya,OnshoreWind,Wind,3,2027,2057,30,300,0,300,0,0,1.9,30000,0,0,0,0,0,0,0,,,,,,,,,0,,300,0,1
Marsabit_Phase_II,Kenya,OnshoreWind,Wind,3,2029,2059,30,300,0,300,0,0,1.9,30000,0,0,0,0,0,0,0,,,,,,,,,0,,300,0,1
Meru_I,Kenya,OnshoreWind,Wind,3,2061,2091,30,80,0,80,0,0,1.9,30000,0,0,0,0,0,0,0,,,,,,,,,0,,80,0,1
Ngong_-_1_-_Phase_3,Kenya,OnshoreWind,Wind,3,2024,2059,30,11,0,11,0,0,1.9,30000,0,0,0,0,0,0,0,,,,,,,,,0,,11,0,1
Prunus_Wind,Kenya,OnshoreWind,Wind,3,2061,2091,30,50,0,50,0,0,1.9,30000,0,0,0,0,0,0,0,,,,,,,,,0,,50,0,1
OSWD_GENC_OffshoreWind_KEN,Kenya,OffshoreWind,Wind,3,2027,2057,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,
Menengai_I_Quantum,Kenya,Geothermal,Geothermal,2,2024,2054,30,35,0,35,0,0,2.57,100000,0.05,0,0,0,0,0,0.05,,,,,,,,,0,,35,0,0
Menengai_I_Sosian,Kenya,Geothermal,Geothermal,2,2024,2054,30,35,0,35,0,0,2.26,100000,0.05,0,0,0,0,0,0.05,,,,,,,,,0,,35,0,0
Olkaria_1_B_(Rehabilitated),Kenya,Geothermal,Geothermal,2,2025,2055,30,63,0,63,0,0,2.1,100000,0.05,0,0,0,0,0,0.05,,,,,,,,,0,,63,0,0
Olkaria_1_Unit_6,Kenya,Geothermal,Geothermal,2,2022,2052,30,83,0,83,0,0,2.1,100000,0.05,0,0,0,0,0,0.05,,,,,,,,,0,,83,0,0
Ergon_Solair_(Kisumu_SolarOne_Ltd),Kenya,PV,Solar,2,2024,2054,25,40,0,40,0,0,1.5,15000,0,0,0,0,0,0,0,,,,,,,,,0,,40,0,1
Marco_Borero,Kenya,PV,Solar,2,2022,2052,25,2,0,1.5,0,0,1.5,15000,0,0,0,0,0,0,0,,,,,,,,,0,,1.5,0,1
Radiant-_Selenkei,Kenya,PV,Solar,2,2022,2052,25,40,0,40,0,0,1.5,15000,0,0,0,0,0,0,0,,,,,,,,,0,,40,0,1
Small_Hydro_2021,Kenya,ROR,Water,2,2021,2061,50,4,0,3.8,0,0,3.28,27000,0.5,0,0,1,1,0,0.35,,,,,,,,,0,,3.8,0,0
Small_Hydro_2022,Kenya,ROR,Water,2,2022,2061,50,10,0,10.2,0,0,3.28,27000,0.5,0,0,1,1,0,0.35,,,,,,,,,0,,10.2,0,0
Small_Hydro_2023,Kenya,ROR,Water,2,2023,2061,50,2,0,2.4,0,0,3.28,27000,0.5,0,0,1,1,0,0.35,,,,,,,,,0,,2.4,0,0
Small_Hydro_2024,Kenya,ROR,Water,2,2024,2061,50,6,0,6.2,0,0,3.28,27000,0.5,0,0,1,1,0,0.35,,,,,,,,,0,,6.2,0,0
Small_Hydro_2025,Kenya,ROR,Water,2,2025,2061,50,30,0,30,0,0,3.28,27000,0.5,0,0,1,1,0,0.35,,,,,,,,,0,,30,0,0
Small_Hydro_2026,Kenya,ROR,Water,2,2026,2061,50,0,0,0,0,0,3,27000,0.5,0,0,1,1,0,0.35,,,,,,,,,0,,0,0,0
Generic_Rooftop_2021,Kenya,RPV,Solar,2,2021,2041,20,42,0,42,0,0,1.3,20000,0,0,0,0,0,0,0,,,,,,,,,0,,42,0,1
Generic_Rooftop_2022,Kenya,RPV,Solar,2,2022,2042,20,15,0,15,0,0,1.3,20000,0,0,0,0,0,0,0,,,,,,,,,0,,15,0,1
Generic_Rooftop_2023,Kenya,RPV,Solar,2,2023,2043,20,12,0,12,0,0,1.3,20000,0,0,0,0,0,0,0,,,,,,,,,0,,12,0,1
Generic_Rooftop_2024,Kenya,RPV,Solar,2,2024,2044,20,10,0,10,0,0,1.3,20000,0,0,0,0,0,0,0,,,,,,,,,0,,10,0,1
Generic_Rooftop_2025,Kenya,RPV,Solar,2,2025,2045,20,13,0,13,0,0,1.3,20000,0,0,0,0,0,0,0,,,,,,,,,0,,13,0,1
Generic_Rooftop_2026,Kenya,RPV,Solar,2,2026,2046,20,6,0,6,0,0,1.3,20000,0,0,0,0,0,0,0,,,,,,,,,0,,6,0,1
Generic_Rooftop_2027,Kenya,RPV,Solar,2,2027,2047,20,5,0,5,0,0,1.3,20000,0,0,0,0,0,0,0,,,,,,,,,0,,5,0,1
Generic_Rooftop_2028,Kenya,RPV,Solar,2,2028,2048,20,3,0,3,0,0,1.3,20000,0,0,0,0,0,0,0,,,,,,,,,0,,3,0,1
Generic_Rooftop_2029,Kenya,RPV,Solar,2,2029,2049,20,3,0,3,0,0,1.3,20000,0,0,0,0,0,0,0,,,,,,,,,0,,3,0,1
Generic_Rooftop_2030,Kenya,RPV,Solar,2,2030,2050,20,2,0,2,0,0,1.3,20000,0,0,0,0,0,0,0,,,,,,,,,0,,2,0,1
Generic_Rooftop_2031,Kenya,RPV,Solar,2,2031,2051,20,5,0,5,0,0,1.3,20000,0,0,0,0,0,0,0,,,,,,,,,0,,5,0,1
Generic_Rooftop_2032,Kenya,RPV,Solar,2,2032,2052,20,5,0,5,0,0,1.3,20000,0,0,0,0,0,0,0,,,,,,,,,0,,5,0,1
Generic_Rooftop_2033,Kenya,RPV,Solar,2,2033,2053,20,5,0,5,0,0,1.3,20000,0,0,0,0,0,0,0,,,,,,,,,0,,5,0,1
Generic_Rooftop_2034,Kenya,RPV,Solar,2,2034,2054,20,5,0,5,0,0,1.3,20000,0,0,0,0,0,0,0,,,,,,,,,0,,5,0,1
Generic_Rooftop_2035,Kenya,RPV,Solar,2,2035,2055,20,5,0,5,0,0,1.3,20000,0,0,0,0,0,0,0,,,,,,,,,0,,5,0,1
Generic_Rooftop_2036,Kenya,RPV,Solar,2,2036,2056,20,5,0,5,0,0,1.3,20000,0,0,0,0,0,0,0,,,,,,,,,0,,5,0.05,1
Generic_Rooftop_2037,Kenya,RPV,Solar,2,2037,2057,20,5,0,5,0,0,1.3,20000,0,0,0,0,0,0,0,,,,,,,,,0,,5,0.05,1
Generic_Rooftop_2038,Kenya,RPV,Solar,2,2038,2058,20,5,0,5,0,0,1.3,20000,0,0,0,0,0,0,0,,,,,,,,,0,,5,0.05,1
Generic_Rooftop_2039,Kenya,RPV,Solar,2,2039,2059,20,5,0,5,0,0,1.3,20000,0,0,0,0,0,0,0,,,,,,,,,0,,5,0.05,1
Generic_Rooftop_2040,Kenya,RPV,Solar,2,2040,2060,20,5,0,5,0,0,1.3,20000,0,0,0,0,0,0,0,,,,,,,,,0,,5,0.05,1
BESS_1_2_3,Kenya,Storage,Battery,2,2024,2052,20,250,0,250,0,0,0.3,40000,0,0,0,1,1,0,0.5,,,,,,,,,0,,250,0.05,0
Chania_green,Kenya,OnshoreWind,Wind,2,2022,2057,30,50,0,50,0,0,1.9,30000,0,0,0,0,0,0,0,,,,,,,,,0,,50,0.05,1
REA_Garissa_Solar,Kenya,PV,Solar,1,2019,2045,25,50,0,0,0,0,1.5,15000,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,1
Olkaria_I_,Kenya,Geothermal,Geothermal,1,1981,2045,30,44,0,0,0,0,,100000,0.05,0,0,0,0,0,0.05,,,,,,,,,0,,0,0.05,0
Orpower_4_(II),Kenya,Geothermal,Geothermal,1,2009,2039,30,40,0,0,0,0,,100000,0.05,0,0,0,0,0,0.05,,,,,,,,,0,,0,0,0
Alten_Kesses_1_Kenya_Ltd,Kenya,PV,Solar,1,2024,2049,25,40,0,0,0,0,1.5,15000,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,1
Eldosol-Cedate,Kenya,PV,Solar,1,2022,2052,25,40,0,0,0,0,1.5,15000,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,1
Malindi_Solar-_Vateki,Kenya,PV,Solar,1,2022,2052,25,40,0,0,0,0,1.5,15000,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,1
Masinga,Kenya,ROR,Water,1,1981,2045,50,40,0,0,0,0,3.43,27400,0.5,0,0,1,1,0,0.35,,,,,,,,,0,,0,0.05,0
Orpower_4_(IV),Kenya,Geothermal,Geothermal,1,2015,2045,30,29,0,0,0,0,,100000,0.05,0,0,0,0,0,0.05,,,,,,,,,0,,0,0,0
Mumias_(Biomass),Kenya,BiomassPlant,Biomass,1,2016,2046,30,26,0,0,0,12.5,1.5,100000,2.5,0,0,0,0,0,0,,,,,,,,,0,,0,0.05,0
Ngong_Hills_Wind,Kenya,OnshoreWind,Wind,1,2016,2045,30,26,0,0,0,0,1.9,30000,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,1
ExistingSmallHydro,Kenya,ROR,Water,1,2020,2045,50,24,0,0,0,0,3.28,27000,0.5,0,0,1,1,0,0.35,,,,,,,,,0,,0,0,0
Sangoro,Kenya,ROR,Water,1,2012,2045,50,20,0,0,0,0,3.43,27400,0.5,0,0,1,1,0,0.35,,,,,,,,,0,,0,0.05,0
Tana,Kenya,ROR,Water,1,1955,2045,50,20,0,0,0,0,3.43,27400,0.5,0,0,1,1,0,0.35,,,,,,,,,0,,0,0,0
Kwale_Co-Generation_TAnaBiomass,Kenya,BiomassPlant,Biomass,1,2025,2055,30,18,0,0,0,12.5,1.5,100000,2.5,0,0,0,0,0,0,,,,,,,,,0,,0,0.05,0
Orpower_4_(III),Kenya,Geothermal,Geothermal,1,2014,2044,30,18,0,0,0,0,,100000,0.05,0,0,0,0,0,0.05,,,,,,,,,0,,0,0,0
BMST_GENC_KEN,Kenya,BiomassPlant,Biomass,3,2027,2057,30,1931,0,38.62,0,15,2.5,100000,2.5,0,0,1,1,0,0.05,,,,,,,,,0,,1931,0,0
NGCC_GENC_KEN,Kenya,CCGT,Gas,3,2028,2058,30,10000,0,1000,0,7.7,1.01,30000,2,0,0.15,1,1,0,0.2,,,,,,,,,0,,10000,0,0
COSC_GENC_KEN,Kenya,ST,Coal,3,2029,2059,30,10000,0,1000,0,10.2,3.74,112000,2,0,0,1,1,0,0.2,,,,,,,,,0,,10000,0,0
NGSC_GENC_KEN,Kenya,OCGT,Gas,3,2027,2057,30,10000,0,1000,0,10.9,0.8,24000,4,0,0,1,1,0,0.2,,,,,,,,,0,,10000,0,0
DSRC_GENC_KEN,Kenya,ICE,Diesel,3,2027,2057,30,10000,0,1000,0,10.42,1.09,33000,6.4,0,0,1,1,0,0.2,,,,,,,,,0,,10000,0,0
HFRC_GENC_KEN,Kenya,ICE,HFO,3,2027,2057,30,1000,0,20,0,10.42,1.09,33000,6.4,0,0,1,1,0,0.2,,,,,,,,,0,,1000,0,0
SOPC_GENC_KEN,Kenya,PV,Solar,3,2027,2052,,7344,,200,,,,,,,,,,,,,,,,,,,,,,,,
HYRO_GENC_KEN,Kenya,ROR,Water,3,2027,2077,,1251,,1000,,,,,,,,,,,,,,,,,,,,,,,,
HYDM_GENC_KEN,Kenya,ReservoirHydro,Water,3,2031,2081,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
WDLC_GENC_KEN,Kenya,OnshoreWind,Wind,3,2027,2057,,3143,,400,,,,,,,,,,,,,,,,,,,,,,,,
GT_EX_GAS_ALC_16_LIB,Libya,OCGT,Gas,1,2016,2046,30,1512,0,0,0,10.8,0,6980,6.9,0,0,1,1,0,0.2,,,,,,,,,0,,0,0,0
GT_EX_GAS_ALC_10_LIB,Libya,OCGT,Gas,1,2010,2040,30,1370,0,0,0,7.64,0,11000,6.7,0,0,1,1,0,0.2,,,,,,,,,0,,0,0,0
CC_EX_GAS_ALC_07_LIB,Libya,CCGT,Gas,1,2007,2037,30,1215,0,0,0,6.9,0,11000,6.7,0,0.15,1,1,0,0.2,,,,,,,,,0,,0,0,0
CC_EX_GAS_ALC_11_LIB,Libya,CCGT,Gas,1,2010,2040,30,920,0,0,0,6.7,0,11000,6.7,0,0.15,1,1,0,0.2,,,,,,,,,0,,0,0,0
CC_EX_GAS_ALC_95_LIB,Libya,CCGT,Gas,1,1995,2025,30,740,0,0,0,6.84,0,14000,10.2,0,0.15,1,1,0,0.2,,,,,,,,,0,,0,0,0
GT_EX_GAS_ALC_17_LIB,Libya,OCGT,Gas,1,2017,2047,30,736,0,0,0,9.75,0,7300,10.69,0,0,1,1,0,0.2,,,,,,,,,0,,0,0,0
CC_EX_GAS_ALC_10_LIB,Libya,CCGT,Gas,1,2010,2040,30,710,0,0,0,6.7,0,11000,6.7,0,0.15,1,1,0,0.2,,,,,,,,,0,,0,0,0
ST_EX_GAS_ALC_85_LIB,Libya,ST,Gas,1,1985,2015,30,625,0,0,0,12.67,0,5175,1.97,0,0,1,1,0,0.2,,,,,,,,,0,,0,0,0
ST_EX_GAS_ALC_92_LIB,Libya,ST,Gas,1,1992,2022,30,565,0,0,0,14.27,0,1010,2,0,0,1,1,0,0.2,,,,,,,,,0,,0,0,0
GT_EX_GAS_ALC_94_LIB,Libya,OCGT,Gas,1,1994,2024,30,545,0,0,0,8.57,0,17000,2.22,0,0,1,1,0,0.2,,,,,,,,,0,,0,0,0
CC_EX_GAS_ALC_15_LIB,Libya,CCGT,Gas,1,2015,2045,30,410,0,0,0,6.7,0,11000,6.7,0,0.15,1,1,0,0.2,,,,,,,,,0,,0,0,0
GT_EX_GAS_ALC_82_LIB,Libya,OCGT,Gas,1,1982,2012,30,244,0,0,0,8.57,0,17000,2.22,0,0,1,1,0,0.2,,,,,,,,,0,,0,0,0
GT_EX_GAS_ALC_15_LIB,Libya,OCGT,Gas,1,2016,2046,30,231,0,0,0,9.75,0,7300,10.69,0,0,1,1,0,0.2,,,,,,,,,0,,0,0,0
CC_CM_GAS_ALC_20_LIB,Libya,CCGT,Gas,2,2027,2057,30,250,0,250,0,6.7,0.9,8370,2.24,0,0.15,1,1,0,0.2,,,,,,,,,0,,250,0.05,0
GT_CM_GAS_ALC_22_LIB,Libya,OCGT,Gas,2,2027,2057,30,2910,0,2910,0,9.75,0.8,8100,4.05,0,0,1,1,0,0.2,,,,,,,,,0,,2910,0.05,0
PV_CM_SPV_ALC_19_LIB,Libya,PV,Solar,2,2019,2044,25,15,0,15,0,0,0.8,10000,0,0,0,1,1,0,0,,,,,,,,,0,,15,0.05,1
ST_CM_GAS_ALC_25_LIB,Libya,ST,Gas,2,2027,2057,30,2800,0,2800,0,9.42,2,32100,4.61,0,0,1,1,0,0.2,,,,,,,,,0,,2800,0,0
WI_CM_WND_ALC_18_LIB,Libya,OnshoreWind,Wind,2,2018,2048,30,28,0,27.7,0,0,1.3,31000,0,0,0,1,1,0,0,,,,,,,,,0,,27.7,0,1
BMST_GENC_LIB,Libya,BiomassPlant,Biomass,3,2027,2057,30,0,0,0,0,15,2.5,100000,2.5,0,0,1,1,0,0.05,,,,,,,,,0,,0,0,0
NGCC_GENC_LIB,Libya,CCGT,Gas,3,2028,2058,30,10000,0,826.94,0,7.7,1.01,30000,2,0,0.15,1,1,0,0.2,,,,,,,,,0,,10000,0,0
COSC_GENC_LIB,Libya,ST,Coal,3,2029,2059,30,0,0,0,0,10.2,3.74,112000,2,0,0,1,1,0,0.2,,,,,,,,,0,,0,0,0
NGSC_GENC_LIB,Libya,OCGT,Gas,3,2027,2057,30,10000,0,826.94,0,10.9,0.8,24000,4,0,0,1,1,0,0.2,,,,,,,,,0,,10000,0,0
DSRC_GENC_LIB,Libya,ICE,Diesel,3,2027,2057,30,10000,0,826.94,0,10.42,1.09,33000,6.4,0,0,1,1,0,0.2,,,,,,,,,0,,10000,0,0
HFRC_GENC_LIB,Libya,ICE,HFO,3,2027,2057,30,10000,0,826.94,0,10.42,1.09,33000,6.4,0,0,1,1,0,0.2,,,,,,,,,0,,10000,0,0
SOPC_GENC_LIB,Libya,PV,Solar,3,2027,2052,25,2423,0,826.94,0,0,1.14,75540,0,0,0,1,1,0,0,,,,,,,,,0,,2422.85,0,1
HYRO_GENC_LIB,Libya,ROR,Water,3,2027,2077,50,0,0,0,0,0,2.5,75000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
HYDM_GENC_LIB,Libya,ReservoirHydro,Water,3,2031,2081,50,0,0,0,0,0,3,90000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Batt_GENC_LIB,Libya,Storage,Battery,3,2027,2047,20,10000,0,826.94,0,0,0.3,40000,0,0,0,1,1,0,0.5,,,,,,,,,0,,10000,0,0
WDLC_GENC_LIB,Libya,OnshoreWind,Wind,3,2027,2057,30,2462,0,49.24,0,0,1.31,35846,0,0,0,1,1,0,0,,,,,,,,,0,,2461.97,0,1
OSWD_GENC_OffshoreWind_LIB,Libya,OffshoreWind,Wind,3,2027,2057,30,0,0,0,0,0,3,60000,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,1
Generic_CT_MDU,Mogadishu,OCGT,Gas,3,2027,2057,30,10000,0,131,0,10.61,0.64,17280,3.5,0,0,0,0,0,0,,,,,,,,,0,,10000,0,0
Generic_Diesel_MDU,Mogadishu,ICE,Diesel,3,2027,2057,30,10000,0,131,0,7.34,1.2,13200,3.5,0,0,0,0,0,0,,,,,,,,,0,,10000,0,0
Generic_PV_MDU,Mogadishu,PV,Solar,3,2027,2052,25,66969,0,1000,0,0,0.97,10000,0,0,0,0,0,0,0,,,,,,,,,0,,66969,0,1
Generic_Wind_MDU,Mogadishu,OnshoreWind,Wind,3,2027,2057,30,61790,0,1000,0,0,1.49,31000,0,0,0,0,0,0,0,,,,,,,,,0,,61789.75,0,1
BECO_MDU,Mogadishu,ICE,Diesel,1,2010,2023,30,4,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Blue_Sky,Mogadishu,ICE,Diesel,1,2010,2023,30,3,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
DAYAH,Mogadishu,ICE,Diesel,1,2010,2023,30,2,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Adado_Electric_Supply,Mogadishu,ICE,Diesel,1,2010,2023,30,1,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Being_Googe_Porcrer_Supply,Mogadishu,ICE,Diesel,1,2010,2023,30,1,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Elays_Electric_Company,Mogadishu,ICE,Diesel,1,2010,2023,30,1,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Hilaac_Electric_Company,Mogadishu,ICE,Diesel,1,2010,2023,30,1,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Mogadishu_Power_Supply,Mogadishu,ICE,Diesel,1,2010,2023,30,1,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
BMST_GENC_MOG,Mogadishu,BiomassPlant,Biomass,3,2027,2057,30,0,0,0,0,15,2.5,100000,2.5,0,0,1,1,0,0.05,,,,,,,,,0,,0,0,0
NGCC_GENC_MOG,Mogadishu,CCGT,Gas,3,2028,2058,30,0,0,0,0,7.7,1.01,30000,2,0,0.15,1,1,0,0.2,,,,,,,,,0,,0,0,0
COSC_GENC_MOG,Mogadishu,ST,Coal,3,2029,2059,30,0,0,0,0,10.2,3.74,112000,2,0,0,1,1,0,0.2,,,,,,,,,0,,0,0,0
NGSC_GENC_MOG,Mogadishu,OCGT,Gas,3,2027,2057,30,0,0,0,0,10.9,0.8,24000,4,0,0,1,1,0,0.2,,,,,,,,,0,,0,0,0
DSRC_GENC_MOG,Mogadishu,ICE,Diesel,3,2027,2057,30,10000,0,131,0,10.42,1.09,33000,6.4,0,0,1,1,0,0.2,,,,,,,,,0,,10000,0,0
HFRC_GENC_MOG,Mogadishu,ICE,HFO,3,2027,2057,30,10000,0,131,0,10.42,1.09,33000,6.4,0,0,1,1,0,0.2,,,,,,,,,0,,10000,0,0
SOPC_GENC_MOG,Mogadishu,PV,Solar,3,2027,2052,25,66969,0,131,0,0,1.14,75540,0,0,0,1,1,0,0,,,,,,,,,0,,66969,0,1
HYRO_GENC_MOG,Mogadishu,ROR,Water,3,2027,2077,50,0,0,0,0,0,2.5,75000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
HYDM_GENC_MOG,Mogadishu,ReservoirHydro,Water,3,2031,2081,50,0,0,0,0,0,3,90000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Batt_GENC_MOG,Mogadishu,Storage,Battery,3,2027,2047,20,10000,0,131,0,0,0.3,40000,0,0,0,1,1,0,0.5,,,,,,,,,0,,10000,0,0
WDLC_GENC_MOG,Mogadishu,OnshoreWind,Wind,3,2027,2057,30,61790,0,1000,0,0,1.31,35846,0,0,0,1,1,0,0,,,,,,,,,0,,61789.75,0,1
OSWD_GENC_OffshoreWind_MOG,Mogadishu,OffshoreWind,Wind,3,2027,2057,30,987,0,131,0,0,3,60000,0,0,0,0,0,0,0,,,,,,,,,0,,987,0,1
KAAH,Mogadishu,ICE,Diesel,1,2010,2023,30,0.4,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0.06,0
Generic_CT_HSB,SomaliaROC,OCGT,Gas,3,2027,2057,30,10000,0,138,0,10.61,0.64,17280,3.5,0,0,0,0,0,0,,,,,,,,,0,,10000,0,0
Generic_Diesel_HSB,SomaliaROC,ICE,Diesel,3,2027,2057,30,10000,0,138,0,7.34,1.2,13200,3.5,0,0,0,0,0,0,,,,,,,,,0,,10000,0,0
Generic_PV_HSB,SomaliaROC,PV,Solar,3,2027,2052,25,66969,0,1000,0,0,0.97,10000,0,0,0,0,0,0,0,,,,,,,,,0,,66969,0,1
Generic_Wind_HSB,SomaliaROC,OnshoreWind,Wind,3,2027,2057,30,61790,0,1000,0,0,1.49,31000,0,0,0,0,0,0,0,,,,,,,,,0,,61789.75,0,1
ENEE1,SomaliaROC,ICE,Diesel,1,2010,2023,30,5,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
BECO2,SomaliaROC,ICE,Diesel,1,2010,2023,30,3,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Hisra_Electric,SomaliaROC,ICE,Diesel,1,2010,2023,30,2,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
National_Energy_Corp_of_Somalia,SomaliaROC,ICE,Diesel,1,2010,2023,30,2,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
Sometel,SomaliaROC,ICE,Diesel,1,2010,2023,30,2,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
BECO_HSB,SomaliaROC,ICE,Diesel,1,2010,2023,30,1,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
BECO1,SomaliaROC,ICE,Diesel,1,2010,2023,30,1,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
DAYAH_Electric_Company,SomaliaROC,ICE,Diesel,1,2010,2023,30,1,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
ENEE2,SomaliaROC,ICE,Diesel,1,2010,2023,30,1,0,0,0,7.18,0,10906,3.5,0,0,0,0,0,0,,,,,,,,,0,,0,0,0
